Date,Revenue,Marketing Spend (Google),Marketing Spend (LinkedIn),Marketing Spend (Campus),Marketing Spend (Events),Operational Costs,Number of Enrollments,Retention Rates,Seasonal Trends,Conversions (Google),Conversions (LinkedIn),Conversions (Campus),Conversions (Events),Leads Generated (Google),Leads Generated (LinkedIn),Leads Generated (Campus),Leads Generated (Events),Customer Acquisition Cost (Google),Customer Acquisition Cost (LinkedIn),Customer Acquisition Cost (Campus),Customer Acquisition Cost (Events),Payment Terms,Fixed Costs,Variable Costs,Liabilities
2022-03-24,28222.25,4256.5,2522.76,1026.32,2233.07,6210.65,54,0.82,Low,11,4,3,11,16,11,8,14,127.42,169.38,181.0,78.34,60 days,3985.63,2623.27,3001.25
2022-03-25,29422.71,3740.54,3722.33,1753.6,616.73,3153.93,48,0.74,Medium,10,6,5,8,15,17,8,12,79.76,74.68,96.29,67.25,90 days,2815.08,2941.27,3257.79
2022-03-26,19426.13,1441.73,2041.51,1084.06,1845.04,6619.01,42,0.88,High,11,9,5,9,14,14,10,11,196.78,170.5,93.42,94.75,30 days,4145.53,1889.25,2356.34
2022-03-27,23722.5,2156.75,3454.61,1523.9,1782.87,7527.34,44,0.75,Low,9,4,8,5,20,7,8,12,127.98,210.6,156.99,84.8,90 days,4910.85,2828.43,4205.78
2022-03-28,20136.98,2239.23,1227.83,2450.21,930.44,6977.9,44,0.88,Low,5,5,4,5,21,13,15,9,80.95,185.8,74.46,71.31,30 days,2588.2,2444.62,1972.45
2022-03-29,30527.36,1999.83,3793.26,2428.06,2560.81,5919.17,57,0.82,High,9,7,4,3,20,11,7,14,176.71,159.82,144.17,79.92,90 days,4755.48,1235.99,2728.24
2022-03-30,28109.17,3060.02,3204.55,1070.25,2636.08,6356.52,52,0.81,High,6,6,4,6,26,20,18,10,113.06,75.54,240.08,73.05,90 days,3271.6,1690.87,3854.13
2022-03-31,33770.03,3142.22,3812.27,2805.56,2690.59,7950.96,58,0.91,Low,11,6,7,3,14,9,9,10,145.42,187.1,218.2,155.44,90 days,4747.26,2488.78,3249.17
2022-04-01,27390.05,2427.54,2965.18,1981.42,2712.57,3453.31,55,0.88,High,10,17,8,11,16,13,10,10,176.54,166.07,237.39,74.43,90 days,3258.06,1894.46,1522.01
2022-04-02,20558.1,2415.16,1962.89,1449.81,600.15,6336.22,49,0.71,Medium,13,6,10,5,21,15,13,16,96.38,147.79,90.0,229.37,30 days,4142.89,2312.04,2981.72
2022-04-03,32772.29,4314.22,3802.18,1754.84,3366.37,4416.99,50,0.77,High,10,13,6,8,20,17,9,10,136.69,188.34,136.75,147.79,60 days,3673.24,2519.23,3987.66
2022-04-04,29809.94,4157.17,1681.81,2012.68,2961.21,6200.45,52,0.92,Medium,9,6,3,6,18,20,16,13,58.42,167.92,169.9,213.68,90 days,4249.5,2961.98,1281.54
2022-04-05,24008.33,2231.18,1862.95,1899.73,3221.55,6038.12,45,0.7,Low,12,8,5,12,22,11,10,14,85.18,135.15,199.65,145.49,60 days,4104.37,2836.37,4406.65
2022-04-06,28753.89,4655.15,3042.59,1716.01,645.37,3767.28,40,0.84,Low,6,10,4,7,24,25,11,9,70.81,97.53,140.64,87.42,30 days,4877.11,1688.49,3044.89
2022-04-07,34711.1,4811.26,3249.01,1762.33,3308.19,4033.73,55,0.88,Low,15,6,2,3,18,19,10,12,146.63,140.69,127.41,203.7,60 days,2867.14,2605.49,3113.1
2022-04-08,27265.72,2306.97,3774.09,941.03,2948.39,6108.15,54,0.86,Low,19,12,4,4,23,8,11,12,88.2,84.65,124.91,104.23,60 days,4790.05,1745.0,3256.03
2022-04-09,25006.31,2417.7,1455.37,2531.83,3027.94,3641.15,40,0.89,Low,15,9,2,2,18,17,9,9,164.0,69.63,212.1,71.67,90 days,2756.97,2292.55,1974.26
2022-04-10,24284.38,3022.54,3353.59,1854.4,870.53,4325.9,43,0.88,High,7,8,6,8,18,15,6,11,164.17,97.43,138.73,96.52,90 days,4359.23,1123.24,2523.06
2022-04-11,31660.01,4764.48,3163.35,827.7,2742.46,7176.23,48,0.87,High,6,1,6,4,14,21,15,7,167.64,118.74,72.94,163.92,90 days,3469.08,2568.15,3675.57
2022-04-12,31240.32,4505.28,1004.14,2415.39,3383.76,4635.46,56,0.91,Low,21,6,4,5,19,15,15,18,69.89,163.49,208.64,136.72,60 days,2216.3,2982.36,2579.97
2022-04-13,24369.13,1410.27,2039.11,2831.11,2567.79,5440.3,54,0.86,High,10,2,3,5,28,14,6,13,128.91,139.9,99.04,91.67,60 days,2103.67,2077.86,4751.49
2022-04-14,25758.5,2570.92,1704.85,2868.27,2254.63,7705.7,57,0.8,High,12,12,6,4,23,11,7,7,151.87,177.62,183.08,152.94,90 days,3561.15,2865.09,4625.37
2022-04-15,28564.83,3213.48,1774.37,1422.54,3342.33,4135.75,52,0.82,Low,7,10,7,4,27,15,14,9,98.42,178.0,75.3,222.25,60 days,2104.19,2745.45,1703.99
2022-04-16,26572.03,3012.53,3945.43,838.79,1884.52,4948.13,48,0.88,High,10,8,8,4,23,21,10,13,89.01,172.97,139.66,184.89,30 days,4839.16,1023.07,1794.27
2022-04-17,24860.04,1775.45,2856.89,1796.0,2337.95,6032.29,49,0.92,Low,10,10,2,5,31,13,9,10,157.69,147.6,152.07,76.43,90 days,2495.25,1179.19,2644.08
2022-04-18,30499.35,4435.27,3096.56,781.52,1981.38,6776.69,54,0.77,Low,11,5,4,5,16,17,21,9,102.69,166.09,245.15,117.76,60 days,3455.17,1872.65,3332.6
2022-04-19,33819.35,3707.76,3925.18,2834.97,3305.25,7508.27,39,0.79,Low,6,9,1,4,15,15,7,12,87.33,216.39,85.87,179.24,30 days,3132.34,1529.02,4529.64
2022-04-20,22859.66,4351.63,2007.05,958.95,820.65,7577.36,37,0.93,Low,7,10,3,1,27,15,10,9,134.44,172.93,205.27,88.12,30 days,3573.63,1804.74,1502.36
2022-04-21,30391.34,4435.06,3365.89,1131.91,2053.25,6883.2,51,0.84,High,11,8,5,3,23,14,6,13,143.06,178.8,243.66,153.88,30 days,2625.35,2021.21,4181.49
2022-04-22,28028.42,3993.42,2190.5,1516.59,2592.16,4141.65,41,0.74,High,7,16,5,3,23,10,10,13,166.52,106.59,119.84,155.11,30 days,4599.03,1955.15,1485.74
2022-04-23,26352.96,2756.84,3582.51,1457.91,2896.53,3124.05,37,0.87,Medium,19,6,6,5,22,17,4,12,56.14,136.48,110.62,79.59,30 days,2038.38,1324.65,3221.43
2022-04-24,26972.86,3442.19,1378.1,2486.66,2290.75,4918.87,55,0.95,Medium,15,9,4,3,22,14,6,11,76.17,129.63,241.37,165.01,90 days,3714.63,1296.84,3318.21
2022-04-25,26959.9,1641.46,3832.6,1640.79,3235.86,3707.74,49,0.91,Low,6,8,5,7,21,11,9,8,166.59,116.56,158.12,213.51,30 days,3041.91,1827.21,4856.05
2022-04-26,23862.82,3694.58,1500.07,926.92,3331.78,6551.94,29,0.89,Medium,17,11,5,5,25,14,12,7,129.78,133.53,218.07,172.53,60 days,2642.64,2381.83,4007.34
2022-04-27,17545.25,1717.01,1843.91,1168.02,786.53,6305.65,45,0.75,High,14,7,7,8,18,14,7,9,170.91,155.68,213.03,216.05,60 days,2640.86,2182.56,3893.42
2022-04-28,29835.25,3775.8,3219.82,1772.78,1766.87,3219.86,55,0.92,High,15,11,2,6,17,11,18,6,117.28,159.87,128.68,166.24,30 days,2550.63,1172.03,1100.09
2022-04-29,17612.88,1918.39,2060.02,868.63,668.03,7182.97,48,0.83,Medium,11,15,6,7,19,15,13,16,118.91,194.33,103.75,189.05,30 days,3807.94,1565.52,4024.9
2022-04-30,23443.48,1470.21,2746.28,2029.14,1555.31,4243.72,56,0.92,Medium,7,11,4,9,17,10,18,15,106.64,165.01,196.52,212.28,90 days,4674.39,1829.31,3712.45
2022-05-01,24478.75,1661.14,2222.64,1914.37,2156.92,5161.14,55,0.78,High,5,5,4,8,17,5,10,10,153.68,199.1,160.23,141.45,30 days,3193.28,1664.82,3716.73
2022-05-02,26679.18,1007.97,3175.58,2286.76,3241.31,6339.67,62,0.72,Medium,12,8,3,7,21,18,7,16,138.53,165.06,158.29,91.07,60 days,2494.47,1893.98,1202.64
2022-05-03,30519.72,3874.96,1530.66,2844.26,3055.01,5147.09,50,0.82,High,10,9,4,6,29,13,10,12,108.91,116.01,168.32,84.68,90 days,2157.79,1877.82,2567.64
2022-05-04,29306.33,3929.6,987.07,2780.64,969.75,5206.44,64,0.77,High,5,6,11,8,20,17,6,12,78.13,160.94,74.62,222.33,60 days,4456.78,2665.85,1459.39
2022-05-05,21967.8,3059.73,1759.77,2865.19,869.79,3328.14,41,0.88,Medium,12,8,3,5,32,10,11,9,50.36,176.64,70.91,155.24,30 days,2666.94,2668.63,4648.1
2022-05-06,20597.63,1645.45,2317.79,1111.79,2308.88,5007.22,41,0.94,Medium,10,12,2,9,21,17,9,11,63.7,169.7,126.54,177.71,30 days,4205.59,2879.92,2467.45
2022-05-07,18938.51,1334.22,1337.66,828.91,2143.14,6824.24,51,0.87,Low,11,5,5,6,15,15,11,12,66.18,195.99,128.26,165.95,60 days,3588.93,2047.31,4504.89
2022-05-08,19096.77,1076.52,1935.35,1255.69,1372.5,7575.88,56,0.92,Low,6,5,2,7,19,17,10,10,135.41,204.89,199.37,158.21,90 days,3910.37,1552.84,2270.96
2022-05-09,24051.97,1662.99,2079.95,2737.71,3208.41,5067.49,47,0.81,Low,6,6,5,5,17,10,10,10,163.88,113.63,128.62,157.3,90 days,3727.99,2383.98,3684.66
2022-05-10,31261.06,4563.42,983.65,2930.13,3289.36,5117.93,50,0.89,Low,13,9,9,7,21,13,7,12,118.53,72.63,134.72,143.05,90 days,4855.82,2528.34,1037.82
2022-05-11,22738.04,1966.15,2666.58,2648.31,1767.57,6513.14,40,0.91,Low,11,8,7,9,18,17,9,6,112.14,165.03,168.92,210.93,90 days,2307.44,1697.63,3790.52
2022-05-12,25853.19,2417.09,3629.9,775.04,3181.88,7713.86,34,0.88,High,9,8,6,4,25,15,11,11,69.82,77.64,176.49,84.95,90 days,3974.82,2649.08,3789.12
2022-05-13,22913.26,1421.38,1285.58,2868.57,1713.45,4335.3,49,0.83,Medium,12,6,11,6,18,16,10,10,185.15,201.44,129.99,183.12,90 days,2344.74,2388.16,1551.34
2022-05-14,25212.71,1889.45,2712.99,1558.4,2736.77,5200.72,51,0.86,High,9,11,2,8,26,11,15,15,160.28,191.55,170.46,177.32,30 days,2582.47,2940.49,2789.82
2022-05-15,27894.07,3076.9,2927.17,523.28,1980.23,6979.87,56,0.88,Low,10,4,7,5,12,10,9,10,112.54,174.16,181.21,75.3,90 days,4022.16,1690.6,3732.86
2022-05-16,23767.57,3431.01,2141.87,1605.98,955.49,6048.47,52,0.76,Low,13,8,6,4,18,16,8,7,64.55,208.19,117.02,100.81,60 days,3856.76,2845.07,3123.34
2022-05-17,27125.17,1981.41,3043.51,615.17,3291.01,3552.93,60,0.9,Medium,9,6,5,3,17,9,12,13,176.91,201.95,112.43,194.97,30 days,3457.77,1695.26,4701.53
2022-05-18,21794.46,1230.93,2114.34,1859.69,1916.88,6138.66,52,0.94,High,8,6,4,9,17,19,8,13,75.44,207.67,230.28,103.57,60 days,4319.96,2732.99,1843.43
2022-05-19,24547.62,2564.13,2414.84,1346.39,2730.01,3933.73,50,0.82,Low,9,11,7,9,15,21,8,20,151.01,177.67,186.54,160.33,90 days,4076.98,1655.74,4860.31
2022-05-20,19660.97,1936.81,823.53,1683.59,1664.8,5551.08,60,0.88,Low,9,3,5,6,18,14,12,11,100.94,118.95,125.99,78.81,90 days,2176.04,2817.15,2971.92
2022-05-21,21901.2,1878.22,3013.5,2032.93,654.75,5645.52,48,0.88,Low,12,10,4,3,22,15,10,8,178.93,67.64,169.14,101.78,30 days,3963.35,1033.79,4999.01
2022-05-22,28812.21,4839.45,2916.3,2672.0,891.54,7381.02,49,0.87,Low,13,9,3,8,22,12,7,11,138.04,69.85,197.33,211.99,90 days,3161.48,1810.19,2705.39
2022-05-23,25554.03,3465.2,922.88,2154.75,2039.04,5312.47,48,0.84,High,7,4,7,7,12,21,12,10,84.11,186.9,74.07,124.7,30 days,3413.69,1100.28,4474.85
2022-05-24,24970.06,3227.51,1978.4,1585.12,2600.9,4397.21,43,0.92,High,7,13,9,8,19,12,7,15,51.9,90.62,235.57,197.97,30 days,3570.24,1814.94,4344.58
2022-05-25,29207.86,2663.1,3932.9,2548.57,1570.73,4154.83,51,0.81,Low,6,7,2,9,19,16,9,11,81.85,110.1,199.1,143.95,90 days,3005.57,1843.37,3155.65
2022-05-26,28609.21,2715.78,2146.36,2763.96,2616.92,7371.26,54,0.72,High,11,11,7,6,15,16,8,17,104.8,153.78,140.61,118.17,30 days,3344.12,2815.66,4050.72
2022-05-27,25370.52,3163.62,2406.23,799.4,2626.04,3855.05,45,0.91,Low,14,6,3,6,25,16,7,8,156.26,80.97,237.81,158.48,30 days,3683.4,2599.55,3971.2
2022-05-28,31430.96,3785.72,3711.78,1829.83,2641.41,5129.34,56,0.87,Medium,15,9,6,4,18,18,10,6,82.42,217.65,80.05,153.11,60 days,2177.13,1533.09,1530.87
2022-05-29,28340.03,3808.58,3095.24,1211.28,2028.31,3935.87,57,0.91,Medium,15,5,6,6,19,18,11,15,89.23,190.74,205.75,227.49,60 days,3719.18,2670.53,3937.78
2022-05-30,24308.27,1686.78,2662.62,617.65,3253.17,6866.52,53,0.73,Medium,10,6,3,9,15,14,7,15,115.27,153.55,164.73,121.83,90 days,3044.19,1362.96,3907.5
2022-05-31,29281.0,3000.45,3352.97,2171.37,2018.67,5371.86,64,0.71,High,13,7,11,6,23,22,10,11,56.44,205.35,189.66,172.86,60 days,3717.65,2384.97,2721.66
2022-06-01,26847.82,2647.83,3565.97,2656.93,1905.77,4755.72,44,0.93,Low,13,5,6,2,19,10,12,13,165.26,138.97,154.85,178.77,90 days,3335.67,1554.76,1614.87
2022-06-02,27043.79,4482.11,2262.04,907.26,1178.2,4805.5,56,0.74,Medium,9,11,6,6,17,15,11,11,61.81,203.51,96.5,168.35,90 days,2549.59,2933.83,2804.86
2022-06-03,24743.9,3525.68,2320.35,2531.03,1492.2,7261.07,42,0.9,Medium,10,6,4,12,17,13,10,16,160.55,192.16,116.94,144.07,30 days,2327.37,2867.31,3987.63
2022-06-04,25739.43,3130.02,2035.36,2633.49,722.77,5768.87,54,0.91,High,9,9,4,1,21,10,10,8,90.19,62.25,153.35,194.27,30 days,4624.36,1603.6,4518.5
2022-06-05,27297.73,1461.58,3893.46,2785.85,2437.25,6589.34,50,0.88,High,10,10,5,5,21,15,15,10,118.99,187.48,235.39,191.75,90 days,3185.88,1058.8,2475.81
2022-06-06,27543.28,3422.55,3030.93,1163.21,1320.75,7485.19,51,0.73,Medium,10,9,4,5,17,19,9,11,111.56,185.43,82.3,223.24,60 days,3848.29,2294.63,2352.39
2022-06-07,20907.48,1468.82,1066.31,2759.88,1482.05,7508.71,43,0.87,Low,8,11,7,9,26,16,9,11,87.99,110.78,88.85,226.2,90 days,2255.44,1325.42,1787.17
2022-06-08,25553.76,2348.83,3561.47,1301.66,2835.36,4642.55,45,0.92,Low,6,10,6,3,20,15,7,11,88.36,138.89,97.49,100.52,90 days,3233.32,1235.08,2467.09
2022-06-09,19446.65,1571.37,2337.79,1880.85,1548.94,7762.26,50,0.81,Low,11,8,11,3,22,21,10,12,192.36,82.11,183.78,172.98,30 days,4122.36,2814.4,1955.68
2022-06-10,19947.15,3768.29,1020.01,626.27,1302.37,3124.38,37,0.8,Medium,10,15,1,6,23,20,11,14,95.82,166.65,135.93,206.32,30 days,4907.05,2127.4,2346.99
2022-06-11,20022.24,1825.01,2559.1,609.7,1090.27,4884.18,50,0.81,High,9,3,4,5,17,15,8,14,77.46,167.9,96.86,223.78,30 days,3665.51,2867.99,3162.18
2022-06-12,24158.71,2567.44,2134.93,2300.93,2847.09,7478.99,43,0.72,Low,9,8,8,7,19,20,10,12,87.57,217.03,91.95,88.55,60 days,2526.24,1529.1,3271.63
2022-06-13,29877.57,4582.7,3608.8,1611.2,976.15,4373.18,45,0.92,Medium,5,7,1,3,12,22,12,13,154.28,175.64,191.35,221.6,90 days,2038.0,1664.28,3966.22
2022-06-14,17907.37,1817.27,1452.78,1140.73,1915.89,4365.41,38,0.92,Medium,15,6,3,3,15,20,9,14,96.33,131.58,153.27,102.2,60 days,3062.52,2873.57,4932.06
2022-06-15,28081.6,3031.22,3444.69,976.03,2070.1,4513.11,46,0.95,High,13,4,17,4,19,11,13,9,75.74,88.84,227.1,159.45,30 days,3218.26,1891.12,1358.23
2022-06-16,26504.6,2677.09,2584.6,2174.88,2593.43,6061.57,50,0.85,Low,9,8,5,5,21,15,5,10,112.17,186.03,142.72,172.96,60 days,3494.95,1467.89,1942.4
2022-06-17,15892.0,1072.5,974.75,501.0,2436.52,5191.66,52,0.89,Medium,6,9,5,11,22,18,12,12,67.63,116.61,188.03,210.12,60 days,2011.95,1830.35,2639.45
2022-06-18,32407.21,4171.03,3909.9,2514.73,2951.09,6633.67,47,0.75,Low,4,3,10,4,24,21,8,15,109.8,211.0,213.25,197.61,30 days,4170.83,1702.05,4870.45
2022-06-19,18124.51,1276.18,2440.37,698.12,729.78,7474.55,59,0.87,Low,14,7,5,6,17,10,13,11,179.33,104.33,241.66,219.2,90 days,3965.59,2575.41,2125.09
2022-06-20,23337.52,2897.02,1730.81,978.72,1459.68,6371.0,51,0.86,Low,10,7,6,5,18,12,12,6,105.94,91.46,226.47,194.92,60 days,2053.79,1822.11,4508.92
2022-06-21,24094.95,3242.71,2302.1,1465.59,1412.39,4022.33,42,0.93,Medium,13,9,2,4,19,16,10,11,127.12,159.27,209.56,120.89,60 days,3000.8,1154.03,2623.91
2022-06-22,28473.72,3513.71,3545.14,1712.15,1023.45,7663.41,55,0.91,Low,12,10,3,9,31,13,7,12,168.37,206.5,144.32,94.51,90 days,3104.14,2211.18,4834.8
2022-06-23,23309.62,3754.53,1775.69,1387.49,1438.62,4322.46,41,0.93,High,7,8,3,5,20,15,12,12,127.4,82.57,246.9,90.68,60 days,2851.82,2777.42,1145.16
2022-06-24,19846.41,2013.09,1416.56,1301.78,1498.32,3749.47,47,0.92,Medium,13,9,10,4,20,15,8,13,57.11,66.61,117.65,79.44,60 days,2888.27,2825.69,1967.84
2022-06-25,21227.53,1039.92,1213.03,2909.79,2113.46,3449.84,59,0.92,Medium,7,5,5,7,17,12,14,7,82.23,214.78,189.03,218.85,90 days,3300.58,1964.45,1156.01
2022-06-26,29557.79,3893.77,1753.15,2103.95,2524.74,5816.92,49,0.72,Low,12,4,6,3,15,19,13,9,184.14,81.88,93.51,145.22,90 days,4106.52,1026.23,4006.7
2022-06-27,23064.5,3142.63,3296.15,558.58,1705.19,3568.81,41,0.91,Low,14,11,5,7,20,9,10,15,170.33,157.2,179.07,224.29,60 days,4027.35,2201.23,3607.75
2022-06-28,29825.48,4344.47,2309.2,1575.44,2686.46,3693.88,44,0.85,Low,9,6,1,4,18,14,17,12,164.1,91.86,194.18,192.86,90 days,3230.99,1935.56,1928.17
2022-06-29,26086.43,4285.55,1527.94,2687.52,1574.88,4500.15,39,0.8,Medium,14,7,2,7,17,19,12,13,132.12,86.83,86.25,222.37,90 days,3863.2,2883.05,1220.36
2022-06-30,25468.27,4373.3,1331.79,1253.64,1441.82,4408.27,39,0.71,High,9,5,6,2,17,12,9,10,102.99,84.97,123.09,208.31,60 days,2209.53,2771.86,4168.94
2022-07-01,24668.22,2940.38,1864.73,736.39,2169.45,6021.2,63,0.87,High,8,6,10,4,21,13,8,7,154.16,173.6,185.47,161.25,30 days,4308.29,2799.39,4039.79
2022-07-02,25723.17,2334.51,3807.76,2395.96,668.78,7083.73,52,0.78,Medium,9,10,5,3,13,11,8,12,149.5,181.54,178.38,102.26,60 days,3324.54,2565.51,4677.41
2022-07-03,26889.07,4166.23,1897.69,2015.03,831.39,6806.75,63,0.82,High,8,2,6,7,13,12,15,19,146.41,79.17,190.28,106.92,60 days,2268.99,1499.57,1668.76
2022-07-04,25934.73,2805.18,3962.0,1925.78,1812.11,4312.42,33,0.87,Low,9,7,3,5,16,17,11,8,125.55,81.85,92.4,126.28,90 days,3121.06,2152.86,3295.92
2022-07-05,22498.53,1733.77,2352.74,633.94,3334.45,4226.55,37,0.93,Medium,12,14,3,5,23,13,7,11,88.91,209.49,162.76,69.01,30 days,4125.11,2692.23,4672.76
2022-07-06,27822.91,4419.9,1373.32,851.25,2692.38,7828.96,54,0.91,High,15,3,2,8,16,14,8,7,115.31,154.22,236.97,175.03,30 days,2369.83,2572.82,1822.19
2022-07-07,30896.09,4530.24,3651.65,2056.37,855.57,3041.18,47,0.81,Medium,12,11,2,9,14,22,11,14,126.82,185.01,241.68,156.6,30 days,4444.28,2647.58,3429.33
2022-07-08,24055.62,2865.24,2273.14,1019.56,3054.32,7398.6,44,0.8,High,13,5,3,11,17,13,8,10,82.4,72.89,92.81,81.67,90 days,4124.64,1955.15,3428.42
2022-07-09,27582.58,1302.8,3070.95,1760.18,2723.67,3998.64,57,0.76,Medium,12,8,8,8,21,14,7,15,84.51,68.39,230.99,201.11,90 days,2249.4,1531.5,1167.22
2022-07-10,29075.94,2551.3,3947.88,1862.2,2371.74,7736.42,52,0.79,High,4,5,9,2,20,20,8,16,168.78,123.39,173.77,200.74,30 days,4935.8,1126.14,4129.01
2022-07-11,25141.55,4214.15,960.56,1208.77,2978.85,4711.54,44,0.73,Medium,11,10,3,3,21,17,9,10,97.97,148.84,205.53,84.56,30 days,4830.63,1556.99,4158.03
2022-07-12,27429.57,4607.1,1109.42,2871.06,1771.92,5201.76,49,0.94,Medium,3,10,4,5,27,16,13,11,196.05,119.6,97.12,98.64,90 days,2396.41,1039.04,1766.77
2022-07-13,24159.32,1813.89,3105.46,2606.16,1242.35,6535.6,52,0.84,Medium,10,12,8,9,24,13,11,13,115.46,174.15,202.82,106.31,90 days,2608.67,1652.97,1170.09
2022-07-14,19021.45,1267.89,1701.84,2305.93,2084.87,5938.35,46,0.73,Medium,6,6,6,5,23,11,8,13,141.31,167.12,82.79,151.73,60 days,3042.04,2905.01,3880.11
2022-07-15,26554.12,4509.4,1389.76,694.98,2191.64,4589.7,54,0.79,Medium,11,7,7,5,18,15,10,12,125.59,131.5,183.94,220.91,60 days,4969.09,1535.17,1539.25
2022-07-16,21262.12,2557.62,925.96,765.33,2161.15,5769.15,49,0.84,Low,10,11,6,7,20,16,8,13,123.97,72.71,190.25,174.77,90 days,4116.24,2860.65,3757.82
2022-07-17,22310.6,3167.04,869.91,1731.95,2238.71,6653.53,43,0.83,Medium,16,4,4,6,20,11,13,15,183.5,155.28,189.65,177.38,30 days,4743.57,2945.59,1601.19
2022-07-18,32410.08,4872.26,3278.35,901.78,3351.24,3211.67,37,0.71,Medium,5,9,3,10,21,21,14,11,63.95,98.7,80.56,113.08,90 days,2827.75,1205.69,4441.32
2022-07-19,24747.31,1266.26,1230.19,2945.66,3216.51,3056.0,52,0.94,Medium,11,12,6,6,15,10,10,11,101.86,121.73,139.15,167.98,30 days,4610.03,2623.44,3445.93
2022-07-20,27699.59,3593.27,2296.71,896.3,3139.58,5290.33,56,0.77,High,8,11,6,5,18,18,7,16,92.9,62.3,203.99,99.86,90 days,2331.38,2897.65,3307.09
2022-07-21,25069.3,1296.42,2738.87,1718.67,2924.11,3659.18,61,0.7,Medium,5,10,6,9,23,10,10,10,98.9,143.38,213.43,182.32,60 days,4986.46,1420.58,3137.3
2022-07-22,23913.98,2501.88,2170.73,1410.3,3335.94,6321.72,44,0.72,Low,14,5,5,6,21,17,6,16,186.89,171.84,144.79,103.75,60 days,2319.96,1770.11,1164.99
2022-07-23,23135.86,4215.26,886.74,2098.47,885.63,4070.26,35,0.85,Medium,15,5,7,4,20,12,11,13,60.48,152.4,99.16,67.31,60 days,3308.82,2675.96,4355.14
2022-07-24,24677.1,2733.89,3307.2,822.59,1368.86,5164.26,51,0.73,High,14,9,4,8,21,11,8,11,92.51,180.25,159.9,151.41,90 days,4459.56,1281.27,2812.7
2022-07-25,29325.22,4988.73,833.64,1575.79,2035.66,3988.35,50,0.71,High,9,11,8,4,23,25,11,8,160.65,219.91,187.05,114.17,90 days,4553.1,2120.05,2480.25
2022-07-26,28885.31,3236.24,3238.05,1186.76,3054.95,5742.42,43,0.79,Medium,7,10,1,11,28,12,9,6,85.81,161.21,235.67,168.78,30 days,4589.19,1482.82,3524.03
2022-07-27,28701.17,2284.65,3658.57,2719.38,2064.98,3580.27,53,0.86,Medium,10,10,8,5,23,15,10,17,174.97,95.37,192.64,188.1,90 days,2860.12,2530.16,2999.05
2022-07-28,24878.63,1880.45,2185.09,601.46,2769.3,3115.53,59,0.73,Medium,9,11,8,7,13,22,6,14,99.49,151.57,218.08,199.28,90 days,3981.46,2237.47,2150.14
2022-07-29,27802.09,2402.08,2513.74,2784.32,1002.98,3255.66,61,0.78,Medium,9,6,8,7,17,13,6,14,66.98,99.21,117.65,226.94,60 days,2630.66,2235.35,1592.63
2022-07-30,25300.44,2490.13,2326.35,2582.49,1332.0,7771.29,56,0.8,High,8,7,3,5,20,15,6,15,127.88,112.83,219.98,156.67,30 days,3482.57,2832.43,1405.36
2022-07-31,20352.82,1274.85,2045.47,1243.93,2722.15,3711.43,45,0.74,Medium,19,9,5,7,17,15,15,10,126.7,116.33,180.15,144.61,60 days,4544.03,2344.84,1946.01
2022-08-01,27171.78,2478.3,3639.76,2473.23,1077.73,6542.39,55,0.83,High,12,3,3,5,15,14,17,15,55.87,143.2,168.82,105.52,90 days,3230.09,1294.68,4480.44
2022-08-02,25108.91,2856.95,3660.59,578.03,1618.93,3339.63,54,0.72,High,8,10,3,5,18,17,6,13,157.69,143.8,118.04,188.23,60 days,2329.81,1347.91,1439.31
2022-08-03,30183.4,3890.95,1874.61,2917.16,1368.11,3540.8,64,0.71,Low,7,3,11,10,18,19,9,11,71.26,166.77,106.7,144.65,60 days,2071.44,1549.24,4260.91
2022-08-04,28355.1,3626.92,2768.22,1816.49,1614.6,5544.38,54,0.83,High,11,8,4,3,16,10,14,15,82.01,130.04,167.9,118.96,30 days,4699.67,1075.88,4472.81
2022-08-05,32916.2,3835.06,3766.1,1258.2,2654.14,5324.35,67,0.76,Medium,13,5,5,7,22,17,15,9,134.37,90.03,230.46,136.3,90 days,2370.03,1730.07,4300.27
2022-08-06,24389.33,1033.45,3878.59,1406.46,1666.76,7757.9,50,0.72,Medium,11,13,4,2,19,13,13,14,183.62,138.56,112.37,126.13,30 days,4628.13,1765.81,4454.33
2022-08-07,21021.87,1870.67,2428.67,666.01,2210.26,7724.18,44,0.81,Medium,15,15,5,3,18,14,7,8,53.09,187.43,120.16,226.45,60 days,2281.5,2418.94,1860.1
2022-08-08,27883.6,3646.74,2249.04,2973.37,889.8,6898.04,45,0.93,Medium,10,7,8,5,14,8,12,14,173.41,172.45,240.63,102.35,30 days,2724.9,1656.38,4981.7
2022-08-09,24369.11,2935.96,1691.82,598.23,2934.55,6010.51,49,0.88,Low,8,5,3,7,19,16,6,7,163.12,78.44,74.79,133.4,30 days,4184.97,2713.06,3171.29
2022-08-10,23463.89,1021.25,3868.39,2137.27,1672.68,5274.8,49,0.9,Low,10,10,7,4,17,11,6,11,74.25,211.73,157.37,115.7,90 days,2524.17,1768.4,4242.52
2022-08-11,26544.89,4217.98,1257.01,1606.84,2480.75,4780.89,46,0.92,Low,7,7,3,2,23,20,13,11,105.96,108.93,165.18,93.32,30 days,4650.31,2998.75,2940.92
2022-08-12,29158.44,4091.24,2655.45,2872.29,2703.63,7735.44,34,0.94,Low,10,6,2,7,19,12,15,13,185.9,153.83,191.63,114.41,60 days,2674.92,1950.15,1763.72
